open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1688371200000,249.760,257.680,247.410,249.630,964495.41,1688399999999,241291958.70714,354378,470484.39,117755890.46599,0
1688400000000,249.620,249.680,245.100,246.620,532033.19,1688428799999,131583334.26432,201868,249631.43,61738811.74060,0
1688428800000,246.630,246.970,244.370,244.920,483008.50,1688457599999,118763431.30790,164865,241469.78,59382509.13980,0
1688457600000,244.910,246.090,243.070,243.940,404055.56,1688486399999,98953238.89120,144378,199843.30,48945213.61800,0
1688486400000,243.950,244.800,240.150,242.530,468885.41,1688515199999,113647378.19265,169927,227712.59,55196055.78310,0
1688515200000,242.540,244.000,241.690,243.240,281357.82,1688543999999,68418407.03970,99490,137739.85,33495426.36130,0
1688544000000,243.240,243.270,235.000,237.600,850595.89,1688572799999,203142912.08049,295788,401438.86,95864241.39260,0
1688572800000,237.610,240.370,237.360,238.850,356863.16,1688601599999,85297627.75668,125754,172481.49,41226461.92738,0
1688601600000,238.840,241.980,237.590,241.550,389265.48,1688630399999,93511393.47100,136155,191596.31,46025034.74490,0
1688630400000,241.560,244.440,234.280,238.180,938599.01,1688659199999,224817238.58924,320986,446076.13,106860727.78865,0
1688659200000,238.190,239.610,231.100,231.920,757765.47,1688687999999,178325098.19623,255159,348813.26,82103816.45998,0
1688688000000,231.930,235.210,230.510,232.970,579194.23,1688716799999,135075727.74160,187237,296873.50,69238728.14660,0
1688716800000,232.960,236.130,232.260,235.500,508282.66,1688745599999,119018989.05121,167481,259671.25,60805473.11191,0
1688745600000,235.510,236.000,233.280,235.430,269133.65,1688774399999,63215859.85750,93233,130723.09,30708895.49610,0
1688774400000,235.440,237.470,234.750,235.830,257082.61,1688803199999,60611934.55310,94620,123979.70,29235945.51210,0
1688803200000,235.830,237.370,235.610,236.500,310973.74,1688831999999,73534695.87650,102748,155509.26,36770011.38940,0
1688832000000,236.510,236.960,233.530,236.130,221899.86,1688860799999,52252723.48350,85500,105842.67,24927115.35920,0
1688860800000,236.130,236.990,234.170,234.490,235435.30,1688889599999,55493720.06220,87594,121786.80,28707196.21530,0
1688889600000,234.480,235.370,232.580,234.180,311696.80,1688918399999,73061049.14280,104119,149916.03,35148190.02190,0
1688918400000,234.170,234.940,233.360,233.910,178833.81,1688947199999,41883246.81580,70667,86381.10,20231280.42770,0
1688947200000,233.910,234.480,231.000,232.510,385498.53,1688975999999,89815888.02514,139820,190879.44,44479380.93780,0
1688976000000,232.500,245.990,231.150,245.510,2341996.29,1689004799999,565953405.54567,645030,1212212.04,292884277.20589,0
1689004800000,245.520,246.300,242.000,245.970,921230.25,1689033599999,225556286.06560,286158,452967.85,110930772.61070,0
1689033600000,245.970,247.720,244.180,246.860,706515.34,1689062399999,173949089.30752,236533,334059.22,82257941.41972,0
1689062400000,246.870,248.660,245.000,247.060,752432.39,1689091199999,185582818.59550,221152,376596.75,92903778.81930,0
1689091200000,247.060,249.440,246.410,248.340,466930.16,1689119999999,115687039.88820,150122,246012.08,60964544.39060,0
1689120000000,248.330,250.070,248.010,249.200,440851.60,1689148799999,109891578.36229,150355,221078.79,55112341.95009,0
1689148800000,249.200,249.400,242.760,243.900,945211.20,1689177599999,233117756.15667,307256,459937.93,113468608.18420,0
1689177600000,243.900,244.200,242.120,243.700,441859.30,1689206399999,107480236.35370,173497,223465.78,54358622.24950,0
1689206400000,243.690,244.960,242.410,243.960,355331.41,1689235199999,86531631.92880,132704,175950.74,42851669.64340,0
1689235200000,243.950,254.250,243.910,251.200,1007327.03,1689263999999,250375451.08777,311984,523179.42,130094925.12567,0
1689264000000,251.190,259.020,250.210,255.990,1593495.37,1689292799999,404045578.77999,511815,810030.19,205464160.84703,0
1689292800000,255.990,261.380,255.190,255.550,975722.25,1689321599999,251990144.07196,333726,477201.94,123274614.86043,0
1689321600000,255.550,257.800,252.560,256.360,723201.70,1689350399999,184320461.38466,261454,357858.86,91214229.42130,0
1689350400000,256.360,257.070,241.040,247.890,1356500.80,1689379199999,336826842.75547,462717,657855.76,163251280.94885,0
1689379200000,247.890,250.140,246.510,249.850,413274.05,1689407999999,102640200.48669,147286,193362.78,48025922.05609,0
1689408000000,249.840,252.000,248.620,250.120,450875.32,1689436799999,112981885.66440,164757,222691.86,55807071.32770,0
1689436800000,250.130,251.740,249.060,250.790,270023.48,1689465599999,67650408.17600,112787,133265.81,33389510.84300,0
1689465600000,250.780,251.700,247.300,248.360,366189.25,1689494399999,91147440.83170,136453,177129.27,44089868.07410,0
1689494400000,248.370,249.990,247.790,248.530,335741.18,1689523199999,83561829.37440,123936,172936.42,43044184.06420,0
1689523200000,248.540,248.790,241.120,241.910,685239.79,1689551999999,167494667.42207,237255,327314.02,79994792.71570,0
1689552000000,241.900,243.780,240.010,242.700,892023.92,1689580799999,216081638.84050,300768,464903.28,112623874.89890,0
1689580800000,242.710,244.980,238.000,243.550,909752.77,1689609599999,220573344.11233,285521,449507.66,109009667.19115,0
1689609600000,243.550,244.770,239.890,244.030,590159.45,1689638399999,143053099.93200,206136,279954.46,67843254.41670,0
1689638400000,244.030,246.500,240.580,241.400,1067209.62,1689667199999,259588987.95057,307411,531630.59,129303085.36742,0
1689667200000,241.400,242.740,238.380,240.350,952120.24,1689695999999,229172829.60428,310724,470328.59,113215446.62390,0
1689696000000,240.350,241.450,237.000,240.480,439679.62,1689724799999,105411881.92730,167322,217731.09,52207733.91520,0
1689724800000,240.470,244.300,239.850,242.690,572933.18,1689753599999,139139154.00555,194398,290402.76,70527438.30195,0
1689753600000,242.690,243.270,240.150,241.150,487391.02,1689782399999,117751227.38160,177653,235493.50,56893925.99010,0
1689782400000,241.150,243.000,240.020,241.050,298690.84,1689811199999,72164954.04470,136149,148931.46,35984759.26190,0
1689811200000,241.060,244.280,240.800,244.070,432527.05,1689839999999,104923737.81540,162967,218289.20,52959115.42200,0
1689840000000,244.080,245.260,240.870,241.780,578390.12,1689868799999,140855009.27760,233495,279995.83,68204248.22440,0
1689868800000,241.770,243.550,240.490,242.930,326187.75,1689897599999,78892619.90470,132951,165293.84,39984069.26070,0
1689897600000,242.940,244.940,242.210,243.580,322232.68,1689926399999,78547831.28280,132521,159895.39,38976211.06030,0
1689926400000,243.580,245.660,243.530,244.200,382525.45,1689955199999,93574351.55260,142193,196083.00,47967389.21560,0
1689955200000,244.200,245.130,242.800,243.880,246805.38,1689983999999,60233577.29910,96214,120078.06,29306419.45230,0
1689984000000,243.890,245.080,243.300,243.850,177952.28,1690012799999,43481907.26440,84128,89131.92,21779417.80190,0
1690012800000,243.840,244.190,242.010,242.920,204387.28,1690041599999,49636967.91520,98857,96915.00,23537441.84760,0
1690041600000,242.920,243.060,240.180,241.230,230411.95,1690070399999,55695761.91480,98433,112093.88,27095059.74980,0
1690070400000,241.220,242.870,240.560,242.650,176494.13,1690099199999,42710479.41820,86432,88789.13,21486818.54760,0
1690099200000,242.650,243.200,242.100,242.330,141415.24,1690127999999,34303779.89350,66356,69182.64,16783252.54140,0
1690128000000,242.320,244.120,241.680,242.540,249119.98,1690156799999,60535459.45040,101859,122439.32,29751361.79980,0
1690156800000,242.540,243.280,239.130,242.070,361113.01,1690185599999,87154336.00828,129208,175498.35,42369460.81060,0
1690185600000,242.070,242.190,235.160,237.100,670451.54,1690214399999,159737041.75090,254056,308040.63,73407678.76408,0
1690214400000,237.100,239.310,236.080,239.020,233649.15,1690243199999,55598932.87950,97880,120316.94,28635019.79000,0
1690243200000,239.030,240.000,236.860,237.330,289770.95,1690271999999,69105533.99608,102823,146878.54,35033467.29838,0
1690272000000,237.340,239.000,236.210,237.410,341114.37,1690300799999,81061179.32400,128145,157591.76,37456505.82900,0
1690300800000,237.410,238.550,236.870,237.860,200495.98,1690329599999,47670062.55240,84222,97237.09,23118703.37860,0
1690329600000,237.860,238.880,236.490,237.750,267244.07,1690358399999,63594640.82680,92773,129884.66,30906828.14220,0
1690358400000,237.750,238.740,236.450,238.270,233977.48,1690387199999,55623047.76570,83901,113011.08,26867192.49750,0
1690387200000,238.280,240.650,236.680,239.050,395604.23,1690415999999,94422654.58320,142325,199791.43,47701677.56780,0
1690416000000,239.050,244.840,238.500,242.310,396300.70,1690444799999,95816537.10575,143370,221001.21,53450977.66505,0
1690444800000,242.310,243.180,240.470,240.760,283427.00,1690473599999,68521474.72320,122860,134837.35,32599558.78150,0
1690473600000,240.750,241.440,239.460,240.880,184250.89,1690502399999,44304166.82830,81945,91080.29,21902686.27880,0
1690502400000,240.880,241.380,239.840,241.010,181796.40,1690531199999,43766054.32180,77578,87834.83,21147123.43960,0
1690531200000,241.020,242.890,240.500,241.780,312616.50,1690559999999,75596424.12430,114537,158624.24,38361255.27500,0
1690560000000,241.780,243.110,241.110,241.930,148575.79,1690588799999,35989476.22690,66736,74511.82,18049432.24280,0
1690588800000,241.930,242.600,241.490,241.620,91673.62,1690617599999,22188738.31520,44780,45662.53,11053418.45650,0
1690617600000,241.630,242.280,241.220,241.930,108308.67,1690646399999,26187274.53560,55501,55887.22,13513457.49500,0
1690646400000,241.920,243.080,241.750,242.640,87521.56,1690675199999,21206460.28510,51563,44969.48,10896351.19180,0
1690675200000,242.650,243.040,241.800,242.870,175743.85,1690703999999,42608781.28250,60979,92348.38,22389726.35320,0
1690704000000,242.860,244.030,242.180,243.110,387159.43,1690732799999,94070613.64600,92381,221826.77,53906062.30500,0
1690732800000,243.110,244.060,240.390,242.720,302820.33,1690761599999,73367574.58490,114821,145430.48,35240372.44180,0
1690761600000,242.710,244.710,242.390,243.490,267662.59,1690790399999,65171797.43780,103958,142438.76,34677839.95320,0
1690790400000,243.490,244.250,241.800,242.230,259626.08,1690819199999,63186340.43490,100403,127822.41,31113595.05430,0
1690819200000,242.240,242.920,240.570,241.040,261773.40,1690847999999,63263983.06860,111866,123471.52,29840828.22920,0
1690848000000,241.040,248.470,237.000,245.450,1135363.81,1690876799999,275615847.14205,343090,582942.49,141532733.03017,0
1690876800000,245.460,246.800,242.150,245.310,718112.21,1690905599999,176013742.45605,235580,352659.23,86451062.61950,0
1690905600000,245.300,248.000,244.500,247.870,381556.66,1690934399999,93957468.05182,146124,193471.63,47652556.93732,0
1690934400000,247.870,248.830,244.350,244.700,427529.54,1690963199999,105418347.84990,146391,201938.54,49805329.41890,0
1690963200000,244.710,246.210,242.280,243.190,409259.77,1690991999999,100025556.57865,162042,196489.30,48031377.64130,0
1690992000000,243.190,243.880,234.800,240.640,1229784.54,1691020799999,294846527.05227,380341,594643.80,142605787.62398,0
1691020800000,240.640,241.360,239.200,239.210,283293.89,1691049599999,68061894.05270,121414,140261.23,33703230.66650,0
1691049600000,239.220,242.000,238.260,241.320,363691.02,1691078399999,87405293.03550,141443,184136.56,44252569.32910,0
1691078400000,241.310,241.900,240.000,241.010,195867.80,1691107199999,47212462.81130,94904,92977.08,22409619.95470,0
1691107200000,241.000,243.470,240.650,242.090,233079.93,1691135999999,56404417.77965,110247,118164.39,28600406.18525,0
1691136000000,242.090,243.400,241.410,243.170,274060.10,1691164799999,66418776.51660,124704,139269.56,33756921.05970,0
1691164800000,243.180,243.400,240.110,241.730,245967.55,1691193599999,59488208.34510,112001,114074.77,27589420.04110,0
1691193600000,241.720,242.260,239.950,241.170,191613.18,1691222399999,46165587.78440,82368,92554.35,22299487.94970,0
1691222400000,241.160,242.230,241.110,242.200,154714.38,1691251199999,37391561.18180,75299,79835.07,19295365.17980,0
1691251200000,242.200,243.370,241.830,243.340,141822.69,1691279999999,34424102.67720,74614,76789.54,18639319.55790,0
1691280000000,243.340,245.400,243.250,245.160,241924.01,1691308799999,59141062.93280,112228,130693.80,31949185.93510,0
1691308800000,245.160,245.590,243.100,243.170,233902.14,1691337599999,57131587.26690,98870,113562.63,27740540.09170,0
1691337600000,243.170,244.640,242.770,243.260,158216.22,1691366399999,38545866.94960,68108,80699.80,19662413.40010,0
1691366400000,243.260,245.090,242.400,242.770,278868.39,1691395199999,67959414.92150,104957,128167.53,31239573.21180,0
